s_lu,X_R,Y_R,Z_R,lambda,phi_contact
1299.34187109378,224.11207449703,-271.938183846277,523.521537172907,242.959205540126,2.1316282072803e-14
1300.21625997069,224.28146089881,-271.798499013645,522.834389769963,242.588062373899,2.1316282072803e-14
1301.09064884761,224.467065527343,-271.645236038696,522.132895506728,242.23134960787,2.8421709430404e-14
1301.96503772452,224.642019133811,-271.500572758991,521.404509073286,241.891586528414,-7.105427357601e-15
1302.83942660144,224.808089752162,-271.363078827905,520.725369737006,241.517368140097,-7.105427357601e-15
1303.71381547835,224.971683548092,-271.227467949899,520.050770838616,241.140486146832,-7.105427357601e-15
1304.58820435526,225.134601332659,-271.092251921299,519.377308746003,240.763636549143,7.105427357601e-14
1305.46259323218,225.301550399648,-270.953518442724,518.704757420478,240.388046552608,-7.105427357601e-15
1306.33698210909,225.46740948976,-270.815518438205,518.034574603947,240.011556062569,0
1307.211370986,225.644507647755,-270.66797730315,517.298691087672,239.683822681275,3.5527136788005e-14
1308.08575986292,225.810448357464,-270.529553249876,516.631343952035,239.307389056916,2.8421709430404e-14
1308.96014873983,225.9755161815,-270.391685995486,515.963256438328,238.932218863809,-1.4210854715202e-14
1309.83453761674,226.138212719792,-270.255631794926,515.297774116881,238.555635224445,-2.8421709430404e-14
1310.70892649366,226.29937579262,-270.120695772922,514.632515992285,238.179485727931,2.1316282072803e-14
1311.58331537057,226.458866474108,-269.986998880018,513.966118702812,237.804675992062,2.1316282072803e-14
1312.45770424749,226.621813907697,-269.850238521595,513.301584817326,237.430284258335,2.1316282072803e-14
1313.3320931244,226.795790945745,-269.704035895406,512.589645450169,237.092461274673,-7.105427357601e-15
1314.20648200131,226.959998460649,-269.565867401121,511.914486405397,236.72770980569,2.1316282072803e-14
1315.08087087823,227.121903186118,-269.429469179027,511.24843152426,236.356995255773,2.1316282072803e-14
1315.95525975514,227.281877218004,-269.294534027775,510.583392463355,235.986053468362,1.4210854715202e-14
1316.82964863205,227.442061315452,-269.159258643567,509.91814095549,235.616216456602,0
1317.70403750897,227.603629846356,-269.022648581378,509.252337165673,235.248008256439,0
1318.57842638588,227.762694875742,-268.887992651059,508.58448820134,234.881583697161,2.1316282072803e-14
1319.4528152628,227.924218138429,-268.751090332602,507.913116211701,234.519130033896,4.9737991503207e-14
1320.32720413971,228.092230215095,-268.608511191438,507.216219516444,234.177208678074,7.105427357601e-15
1321.20159301662,228.257691064682,-268.467920315997,506.524299275683,233.832150391314,1.4210854715202e-14
1322.07598189354,228.419212700469,-268.330507095773,505.847724472016,233.47623331058,-1.4210854715202e-14
1322.95037077045,228.578392864572,-268.194921809542,505.171565021061,233.12041625948,0
1323.82475964736,228.738950450296,-268.057998044964,504.493792657043,232.766990196884,7.105427357601e-15
1324.69914852428,228.902132965427,-267.91866544318,503.814114352002,232.416475762716,-3.5527136788005e-14
1325.57353740119,229.062824170258,-267.781292012945,503.130555438521,232.069095530356,1.4210854715202e-14
1326.44792627811,229.22575800594,-267.641830877721,502.444393644971,231.725044015028,-7.105427357601e-15
1327.32231515502,229.389312719651,-267.501665376092,501.754276987095,231.384938908725,-1.4210854715202e-14
1328.19670403193,229.552542911567,-267.361604969393,501.058482791108,231.049796434756,-2.1316282072803e-14
1329.07109290885,229.71980017351,-267.217909536803,500.344552730273,230.729663390215,2.1316282072803e-14
1329.94548178576,229.891875815621,-267.069884492714,499.620597883899,230.418932339013,-2.8421709430404e-14
1330.81987066267,230.058669276218,-266.92621913149,498.9133968559,230.095852282998,1.4210854715202e-14
1331.69425953959,230.2234781648,-266.784084740223,498.202495173406,229.775989343176,7.105427357601e-15
1332.5686484165,230.391201991555,-266.639254075357,497.487317335089,229.460914284538,7.105427357601e-15
1333.44303729342,230.559756262549,-266.493520673825,496.766841074092,229.15090979434,-3.5527136788005e-14
1334.31742617033,230.729376636778,-266.34667733197,496.040605293208,228.846374378177,2.1316282072803e-14
1335.19181504724,230.898273874782,-266.200272146034,495.307871385995,228.54745950091,-2.1316282072803e-14
1336.06620392416,231.071649968879,-266.04978923058,494.570108338796,228.25432746334,2.8421709430404e-14
1336.94059280107,231.253847672432,-265.891435938941,493.827071825369,227.96822522852,-1.4210854715202e-14
1337.81498167798,231.419883925801,-265.746938068429,493.071789474784,227.68836599304,0
1338.6893705549,231.59357712466,-265.595581295286,492.311561207126,227.415056347437,-2.1316282072803e-14
1339.56375943181,231.775126921272,-265.437164522236,491.545530106822,227.149019644221,2.8421709430404e-14
1340.43814830872,231.95548828721,-265.279568045522,490.768585842668,226.891914987966,-1.4210854715202e-14
1341.31253718564,232.135717191089,-265.121871170893,489.978910704073,226.645345435908,2.8421709430404e-14
1342.18692606255,232.32330808689,-264.957502797224,489.165575641605,226.419287017527,2.8421709430404e-14
1343.06131493947,232.511686275485,-264.79220818277,488.363514417823,226.186296377269,2.1316282072803e-14
1343.93570381638,232.694111877579,-264.63191052192,487.550884940705,225.960973502751,-1.4210854715202e-14
1344.81009269329,232.881697287671,-264.466846386065,486.729573621861,225.744588780156,-1.4210854715202e-14
1345.68448157021,233.074633826529,-264.296827138742,485.898574359019,225.538005551782,-2.1316282072803e-14
1346.55887044712,233.267436938832,-264.126675352878,485.05589823863,225.341457598942,2.1316282072803e-14
1347.43325932403,233.459205748151,-263.957187855188,484.200808498571,225.15528156727,0
1348.30764820095,233.657772933637,-263.7814301968,483.335186047176,224.980009354664,1.4210854715202e-14
1349.18203707786,233.863225180683,-263.599297565577,482.458629080443,224.816041910159,7.105427357601e-15
1350.05642595478,234.062602196857,-263.422277003697,481.566197936883,224.664023934864,0
1350.93081483169,234.266446820425,-263.24101060266,480.661110527728,224.524089277948,-7.105427357601e-15
1351.8052037086,234.477480873472,-263.053053075244,479.74355060679,224.396843889288,-2.8421709430404e-14
1352.67959258552,234.69300145647,-262.860786037647,478.811943333553,224.28291700912,1.4210854715202e-14
1353.55398146243,234.902627317427,-262.67347305799,477.862468147429,224.182715410893,2.1316282072803e-14
1354.42837033934,235.120286664631,-262.478663071341,476.899065934164,224.096682693603,0
1355.30275921626,235.346100334494,-262.276210942439,475.921162839159,224.025389137631,0
1356.17714809317,235.570815696129,-262.074395088946,474.924826778961,223.969678402539,7.105427357601e-15
1357.05153697009,235.795423651869,-261.872327583141,473.910064712909,223.92980312166,-2.1316282072803e-14
1357.925925847,236.029275383725,-261.661573278941,472.879312390548,223.90628102027,-7.105427357601e-15
1358.80031472391,236.272560935798,-261.441914615496,471.831635639474,223.89999794727,-4.2632564145606e-14
1359.67470360083,236.506631003696,-261.230188263642,470.760303243974,223.911646383589,2.1316282072803e-14
1360.54909247774,236.749062268495,-261.01049650151,469.670598065512,223.941503941821,-3.5527136788005e-14
1361.42348135465,237.003588875295,-260.779402233395,468.562788098491,223.990418998443,3.5527136788005e-14
1362.29787023157,237.264777729615,-260.541787469674,467.434110911264,224.059336786565,-2.1316282072803e-14
1363.17225910848,237.513623842834,-260.314955886175,466.277512703272,224.149092545983,2.1316282072803e-14
1364.0466479854,237.774892225429,-260.076331864632,465.101005803028,224.259666961931,-2.1316282072803e-14
1364.92103686231,238.048797719067,-259.825648605913,463.903584171636,224.392056309891,1.4210854715202e-14
1365.79542573922,238.328566859341,-259.569050519797,462.681743863942,224.547481225287,-7.105427357601e-15
1366.66981461614,238.597784641378,-259.3216052187,461.429015497053,224.7269786162,7.105427357601e-15
1367.54420349305,238.880920470341,-259.060810629897,460.153344678611,224.930522272438,4.9737991503207e-14
1368.41859236996,239.178192850094,-258.7863787643,458.853757611239,225.159119725161,-1.4210854715202e-14
1369.29298124688,239.480185268487,-258.506941169377,457.525290397959,225.414524234584,1.4210854715202e-14
1370.16737012379,239.771397184855,-258.236858060578,456.161428856177,225.698060463301,0
1371.04175900071,240.080047758978,-257.949933973675,454.769763191603,226.010956451739,7.105427357601e-15
1371.91614787762,240.41112338273,-257.641397145005,453.323031140276,226.376514313597,0
1372.79053675453,240.752482965118,-257.322443084755,451.844360454427,226.77348668785,-7.105427357601e-15
