s,X,Y,Z,lambda,valid,phi
1394.5240486259734,252.63140480224374,-245.67045218617807,401.2140576995288,250.30733153238108,True,-1.4210854715202004e-14
1405.504552945863,261.9302013734848,-235.73113366332504,357.7257103905794,279.9797755106051,True,1.4210854715202004e-14
1416.4850572657526,274.8743906574949,-219.95821293659085,293.4085951771591,331.0112367550151,True,1.4210854715202004e-14
1427.465561585642,279.8396728592305,-195.19878803901867,232.19613111805177,378.08617774478455,True,2.842170943040401e-14
1438.4460659055317,274.03700307106635,-167.20577019543987,192.33576884378886,404.14202083454245,True,0.0
1449.4265702254213,265.9605591613979,-142.9439551680717,165.17062673814524,419.308705430313,True,1.0658141036401503e-14
1460.4070745453107,259.47422722387955,-126.35012630677231,148.5013981794471,425.0810840421491,True,1.4210854715202004e-14
1471.3875788652003,255.87449071235113,-117.90372451614573,140.40166125271264,422.4688689970072,True,-3.552713678800501e-15
1482.36808318509,254.5724145300349,-115.00480786852442,137.6520971670878,414.35951374988144,True,0.0
1493.3485875049794,253.90242267294678,-113.56968822712248,136.28308296379862,404.8105829372713,True,7.105427357601002e-15
1504.329091824869,253.2307903634727,-112.17607163544211,134.94369331102467,395.2306727527183,True,-1.4210854715202004e-14
1515.3095961447586,252.55852337733864,-110.82386380198065,133.63402147453905,385.61968679278493,True,7.105427357601002e-15
1526.290100464648,251.88661985079435,-109.5129570194563,132.35417658960762,375.97751091311466,True,0.0
1537.2706047845377,251.2160732387529,-108.24322774905517,131.10428351041196,366.3040145554451,True,-1.4210854715202004e-14
1548.2511091044273,250.5478721050643,-107.01453692062799,129.88448296856922,356.599050557536,True,-1.4210854715202004e-14
1559.2316134243167,249.88300056755594,-105.82672959536946,128.69492904594136,346.8624577965133,True,-1.4210854715202004e-14
1570.2121177442064,249.2224382242999,-104.67963507854702,127.53578890804056,337.0940614679551,True,-7.105427357601002e-15
1581.1926220640958,248.5671602413737,-103.57306685643988,126.40724177547833,327.2936741617526,True,-7.105427357601002e-15
1592.1731263839854,247.9181373795378,-102.5068225703429,125.30947813158116,317.46109669040436,True,0.0
1603.153630703875,247.27633599448745,-101.48068399638812,124.24269901806724,307.59611882522415,True,7.105427357601002e-15
1614.1341350237644,246.64271801298594,-100.49441702787828,123.20711541227712,297.6985199480845,True,0.0
1625.114639343654,246.0182408864665,-99.54777166706862,122.20294768171004,287.7680696217989,True,0.0
1636.0951436635437,245.40385752437942,-98.64048202713684,121.2304251121152,277.80452808314124,True,0.0
1647.075647983433,244.80051620909856,-97.77226633943278,120.28978550405424,267.8076466649332,True,-7.105427357601002e-15
1658.0561523033227,244.20916049416206,-96.94282696904094,119.38127483311419,257.7771681516352,True,0.0
1669.0366566232124,243.6307290876243,-96.1518504423167,118.50514697183468,247.71282706989703,True,0.0
1680.0171609431018,243.0661557221257,-95.39900748491252,117.66166347097538,237.61434991702131,True,2.1316282072803006e-14
1690.9976652629914,242.51636898383282,-94.68395310598775,116.85109355527155,227.48145516582275,True,1.0658141036401503e-14
1701.978169582881,241.98229230741896,-94.0063264534798,116.07371319356821,217.31385423697407,True,0.0
1712.9586739027704,241.46484352200335,-93.36575128586756,115.3298066640883,207.1112498618754,True,-1.4210854715202004e-14
1723.93917822266,240.96493498854508,-92.76183562979452,114.61966483761836,196.8733378780683,True,-3.552713678800501e-15
1734.9196825425497,240.48347322269646,-92.19417215182094,113.94358634398918,186.5998060096568,True,-1.0658141036401503e-14
1745.900186862439,240.0213588585377,-91.66233805079472,113.30187681396075,176.29033465991003,True,3.552713678800501e-15
1756.8806911823287,239.57948635513168,-91.16589533563621,112.69484964020822,165.94459611530962,True,-3.552713678800501e-15
1767.8611955022184,239.15874386876087,-90.70439085914018,112.12282578450277,155.56225474759856,True,-7.105427357601002e-15
1778.8416998221078,238.76001307477915,-90.27735643387933,111.5861338673678,145.1429669171696,True,3.552713678800501e-15
1789.8222041419974,238.3841688387932,-89.88430919388111,111.08511107968087,134.68638000617327,True,7.105427357601002e-15
1800.802708461887,237.97176777259796,-89.46371604528962,110.54076508846613,124.27516439969597,True,-7.91033905045424e-15
1811.7832127817765,236.8198118081561,-88.32120150022678,109.04022026839345,114.87099138424482,True,7.327471962526033e-15
1822.763717101666,234.19447264600092,-85.79672147282696,105.69338442013508,107.46837827663367,True,1.3322676295501878e-15
1833.7442214215557,229.64455806450937,-81.56403597774033,100.08561804412817,102.70829338542762,True,-5.329070518200751e-15
