s,z_orig,r_orig,z_smooth,r_smooth,dr_orig,dz_orig,dr_smooth,dz_smooth,curvature_orig,curvature_smooth
199.372369,115.425282,213.695912,115.454371,213.681564,0.615592,0.788063,0.615004,0.788057,0.00283771,0.00285663
200.591281,116.387159,214.444604,116.416254,214.429515,0.612836,0.790208,0.612228,0.790212,0.00289449,0.00291459
201.806869,117.349036,215.187870,117.378149,215.172016,0.610024,0.792381,0.609395,0.792396,0.00295377,0.00297511
203.019106,118.310914,215.925644,118.340058,215.909000,0.607153,0.794583,0.606502,0.794608,0.00301554,0.00303817
204.227966,119.272791,216.657857,119.301981,216.640398,0.604223,0.796813,0.603547,0.796851,0.00307992,0.00310380
205.433425,120.234668,217.384440,120.263919,217.366137,0.601228,0.799075,0.600528,0.799125,0.00314718,0.00317200
206.635453,121.196546,218.105317,121.225871,218.086141,0.598168,0.801368,0.597442,0.801431,0.00321694,0.00324275
207.834023,122.158423,218.820412,122.187839,218.800333,0.595040,0.803694,0.594286,0.803769,0.00328967,0.00331605
209.029104,123.120300,219.529645,123.149822,219.508633,0.591839,0.806053,0.591059,0.806141,0.00336486,0.00339189
210.220667,124.082178,220.232934,124.111819,220.210958,0.588566,0.808446,0.587757,0.808546,0.00344251,0.00347022
211.408685,125.044055,220.930198,125.073831,220.907225,0.585217,0.810874,0.584379,0.810986,0.00352318,0.00355104
212.593124,126.005932,221.621347,126.035856,221.597348,0.581789,0.813337,0.580921,0.813461,0.00360626,0.00363429
213.773956,126.967810,222.306298,126.997895,222.281238,0.578279,0.815836,0.577383,0.815971,0.00369222,0.00371994
214.951151,127.929687,222.984959,127.959946,222.958807,0.574686,0.818371,0.573760,0.818517,0.00378089,0.00380794
216.124679,128.891564,223.657238,128.922008,223.629964,0.571006,0.820943,0.570052,0.821097,0.00387200,0.00389822
217.294510,129.853442,224.323044,129.884080,224.294618,0.567237,0.823552,0.566256,0.823713,0.00396576,0.00399072
218.460616,130.815319,224.982281,130.846158,224.952676,0.563376,0.826197,0.562369,0.826365,0.00406219,0.00408538
219.622968,131.777196,225.634856,131.808242,225.604045,0.559422,0.828880,0.558391,0.829052,0.00416137,0.00418213
220.781538,132.739074,226.280671,132.770329,226.248631,0.555371,0.831599,0.554318,0.831773,0.00426273,0.00428090
221.936300,133.700951,226.919629,133.732416,226.886340,0.551221,0.834355,0.550149,0.834528,0.00436652,0.00438166
223.087229,134.662829,227.551633,134.694499,227.517078,0.546971,0.837148,0.545883,0.837318,0.00447307,0.00448436
224.234300,135.624706,228.176583,135.656576,228.140751,0.542616,0.839977,0.541516,0.840140,0.00458178,0.00458903
225.377490,136.586583,228.794382,136.618644,228.757264,0.538156,0.842841,0.537048,0.842995,0.00469244,0.00469573
226.516778,137.548461,229.404931,137.580698,229.366524,0.533589,0.845740,0.532476,0.845881,0.00480562,0.00480456
227.652145,138.510338,230.008131,138.542735,229.968436,0.528911,0.848673,0.527799,0.848798,0.00492110,0.00491568
228.783572,139.472215,230.603883,139.504753,230.562907,0.524122,0.851639,0.523013,0.851746,0.00503822,0.00502916
229.911045,140.434093,231.192089,140.466748,231.149842,0.519219,0.854636,0.518118,0.854723,0.00515729,0.00514530
231.034549,141.395970,231.772652,141.428718,231.729149,0.514200,0.857665,0.513110,0.857729,0.00527817,0.00526297
232.154073,142.357847,232.345475,142.390661,232.300732,0.509065,0.860723,0.507986,0.860764,0.00540068,0.00538515
233.269609,143.319725,232.910463,143.352576,232.864501,0.503811,0.863809,0.502751,0.863822,0.00552443,0.00549743
234.381149,144.281602,233.467520,144.314461,233.420364,0.498437,0.866920,0.497390,0.866911,0.00564926,0.00564787
235.488691,145.243479,234.016557,145.276387,233.968105,0.492943,0.870056,0.491600,0.870195,0.00577576,0.00638404
236.592233,146.205357,234.557480,146.238518,234.507333,0.487326,0.873214,0.485765,0.873453,0.00590313,0.00574192
237.691778,147.167234,235.090201,147.200622,235.038361,0.481586,0.876392,0.480086,0.876573,0.00603080,0.00605617
238.787332,148.129111,235.614633,148.162691,235.561120,0.475724,0.879588,0.474231,0.879741,0.00615911,0.00611214
239.878901,149.090989,236.130691,149.124715,236.075546,0.469738,0.882799,0.468288,0.882905,0.00628781,0.00623803
240.966499,150.052866,236.638294,150.086683,236.581573,0.463628,0.886023,0.462233,0.886076,0.00641640,0.00634578
242.050139,151.014743,237.137361,151.048590,237.079141,0.457394,0.889257,0.456071,0.889251,0.00654465,0.00646373
