s,X,Y,Z,lambda,valid,phi
1438.4460659055317,294.30499368859137,-161.86946587430575,129.2725963006315,470.59675218369375,True,-2.1316282072803006e-14
1449.4265702254213,281.7672796945521,-135.11049532847244,108.71186228399915,478.4594247054039,True,2.1316282072803006e-14
1460.4070745453107,272.6414783698948,-117.32240313612547,96.43763475768634,479.5375965087508,True,1.0658141036401503e-14
1471.3875788652003,267.7905380966073,-108.40734246979723,90.57078632631442,474.57730932258585,True,-4.04121180963557e-14
1482.36808318509,266.06549220220666,-105.36578631259488,88.59136272623829,465.66211831153896,True,-1.4210854715202004e-14
1493.3485875049794,265.18279569459503,-103.86130727629512,87.60565658127291,455.7123640006106,True,0.0
1504.329091824869,264.30071096130644,-102.40028924212119,86.64024743820511,445.74138395967236,True,-1.4210854715202004e-14
1515.3095961447586,263.4202441054333,-100.98253337169383,85.69518712686056,435.74912525390647,True,1.4210854715202004e-14
1526.290100464648,262.54239281585944,-99.60782585329912,84.77053241587095,425.7355284957573,True,7.105427357601002e-15
1537.2706047845377,261.66814924744165,-98.2759353821228,83.8663463129929,415.7005277996673,True,0.0
1548.2511091044273,260.7985000396655,-96.9866130526795,82.98269658892627,405.6440522983521,True,7.105427357601002e-15
1559.2316134243167,259.9344259754239,-95.73959258007896,82.11965621283377,395.56602568813275,True,-2.1316282072803006e-14
1570.2121177442064,259.0769021593077,-94.534590003238,81.27730138547349,385.46636828602936,True,1.4210854715202004e-14
1581.1926220640958,258.2268975611014,-93.37130399698736,80.45571244913202,375.34499607860215,True,1.4210854715202004e-14
1592.1731263839854,257.3853749837085,-92.24941576380141,79.65497283483239,365.20182182251324,True,7.105427357601002e-15
1603.153630703875,256.5532909004412,-91.16858904005228,78.87516857415255,355.0367555546686,True,-1.4210854715202004e-14
1614.1341350237644,255.7315950394349,-90.12847037549871,78.11638903651789,344.84970382182706,True,0.0
1625.114639343654,254.92123057013546,-89.12868874253041,77.37872470927886,334.6405720019593,True,1.4210854715202004e-14
1636.0951436635437,254.12313346299746,-88.16885606552064,76.66226901386261,324.40926240458083,True,-7.105427357601002e-15
1647.075647983433,253.33823255182665,-87.24856695430536,75.96711665314211,314.1556759991458,True,-1.4210854715202004e-14
1658.0561523033227,252.567449085159,-86.36739902714056,75.29336450612703,303.8797114797985,True,0.0
1669.0366566232124,251.81169649325244,-85.52491299658807,74.64111146360614,293.5812654369759,True,-7.105427357601002e-15
1680.0171609431018,251.07188042176955,-84.72065240015921,74.01045680571167,283.2602340536675,True,7.105427357601002e-15
1690.9976652629914,250.3488980637899,-83.9541442297696,73.40150231176801,272.91651089965103,True,0.0
1701.978169582881,249.6436381453196,-83.22489873523571,72.8143509135908,262.54998833972394,True,-7.105427357601002e-15
1712.9586739027704,248.95698058599817,-82.53240965131408,72.24910708453217,252.1605571264783,True,-2.1316282072803006e-14
1723.93917822266,248.28979621156378,-81.87615436740641,71.70587697752651,241.74810625611963,True,0.0
1734.9196825425497,247.6429466113249,-81.25559388713638,71.18476772264935,231.31252370325873,True,0.0
1745.900186862439,247.01728361191212,-80.67017337004431,70.68588899376937,220.8536947824851,True,1.0658141036401503e-14
1756.8806911823287,246.41364926398367,-80.11932192189391,70.20935159345007,210.37150362788603,True,1.4210854715202004e-14
1767.8611955022184,245.8328754458282,-79.60245295997728,69.75526830081645,199.86583230695982,True,-1.0658141036401503e-14
1778.8416998221078,245.27578360307683,-79.11896439445596,69.32375391983877,189.3365607664166,True,7.105427357601002e-15
1789.8222041419974,244.74318451247947,-78.6682387515142,68.91492495294153,178.7835671553573,True,1.0658141036401503e-14
1800.802708461887,244.1484647607686,-78.17820465904808,68.46264596017352,168.27610146139327,True,4.274358644806853e-15
1811.7832127817765,242.45930038526208,-76.82701057446174,67.19522024389533,158.63083923018112,True,-4.884981308350689e-15
1822.763717101666,238.5808228140273,-73.82368371980752,64.35514897173869,150.728561018028,True,-2.6645352591003757e-15
1833.7442214215557,231.9080690552987,-68.8300270279737,59.664842989588095,145.14786833555985,True,3.552713678800501e-15
1844.7247257414451,222.4045798719924,-61.95000382759139,53.37766753642882,142.11637970673183,True,-7.105427357601002e-15
1855.7052300613348,210.6300097131967,-53.69283811530534,46.19511359680419,141.36403480803912,True,0.0
1866.6857343812244,197.6303444417144,-44.8543222158923,39.00935010375403,142.06028430887372,True,7.105427357601002e-15
1877.6662387011138,184.61758092223198,-36.264528272135884,32.55266356728218,143.06904585688406,True,7.105427357601002e-15
1888.6467430210034,172.575897581317,-28.521646646078587,27.18447329878373,143.3911719418718,True,7.105427357601002e-15
1899.627247340893,162.04578056060427,-21.889606026789934,22.926794611347503,142.43900185827184,True,0.0
1910.6077516607825,153.1466146438157,-16.36514824522017,19.618871724553514,140.03896039026773,True,7.105427357601002e-15
1921.588255980672,145.71225101988372,-11.807424888375067,17.04403482132217,136.29825521340504,True,-7.105427357601002e-15
1932.5687603005617,139.4426061489788,-8.012873620067552,14.997484253589207,131.47066180877374,True,0.0
1943.5492646204511,134.00528480351858,-4.76534234692835,13.309988756473317,125.85954262099919,True,-7.105427357601002e-15
1954.5297689403408,129.08941179310483,-1.8688160758729992,11.850743267385099,119.75947585594828,True,7.105427357601002e-15
1965.5102732602302,124.43051599027528,0.8386904496250978,10.523407831383835,113.42743465705955,True,7.105427357601002e-15
1976.4907775801198,119.81761780514984,3.4824296532829067,9.260342888279425,107.07296794947115,True,-7.105427357601002e-15
1987.4712819000094,115.09012798062233,6.154457424997766,8.016758298995242,100.85965181362299,True,-7.105427357601002e-15
1998.4517862198988,110.12966312452485,8.919936747951965,6.765396734144723,94.9122251924468,True,0.0
2009.4322905397885,104.85067511628931,11.823685388687068,5.4921861957812155,89.32506956284574,True,7.105427357601002e-15
2020.4127948596781,99.19306838858502,14.895143333895025,4.193259005879561,84.16853209698273,True,0.0
2031.3932991795675,93.11905984624437,18.150632725877152,2.8735383016141043,79.49057091372877,True,7.105427357601002e-15
2042.3738034994572,86.61500091997686,21.592521041133935,1.5466874558709236,75.31272209304052,True,-1.4210854715202004e-14
2053.3543078193466,79.69683176050393,25.20624394685251,0.23571240982960973,71.62183482577989,True,-7.105427357601002e-15
2064.3348121392364,74.03185123776456,27.84084243216796,3.665742198677435e-08,66.14520539468951,True,3.552713678800501e-15
2075.315316459126,68.73682004012332,30.212477918080886,5.244960732397885e-08,60.28006602882416,True,3.552713678800501e-15
2086.2958207790152,63.56732646557993,32.519961487036966,1.254005681516901e-07,54.40005884444079,True,-3.552713678800501e-15
2097.276325098905,58.589900352790785,34.73195074783256,1.299380443242626e-07,48.42139821172627,True,-1.7763568394002505e-15
2108.2568294187945,53.83244570378133,36.83396981376438,1.202622144091947e-07,42.29696454052365,True,-5.329070518200751e-15
2119.237333738684,49.27449687812917,38.83308683003112,9.389204613796664e-08,36.03072340600969,True,0.0
2130.2178380585738,44.8469407976942,40.758048892662615,1.5110551832009378e-07,29.6813021870424,True,1.7763568394002505e-15
2141.198342378463,40.44329222921286,42.65419257184091,1.7568640497955812e-07,23.35190017104964,True,2.6645352591003757e-15
2152.1788466983526,35.94466584515918,44.57288793372737,7.687835212877303e-08,17.163983815826676,True,1.3322676295501878e-15
2163.1593510182424,31.258577302419482,46.555878999398416,3.48471251854221e-10,11.213961679278867,True,2.220446049250313e-16
2174.139855338132,-1333.310040626868,662.7722902546528,-87.00508618020213,inf,False,
2185.1203596580212,-35.4212789423982,74.63172739693566,0.013269505984013132,61.5745431931017,True,-1.2732870313669764e-15
