z,u,v,Phi,kappa_n,iters,flag,pred_type
390.7067997909254,0.0,0.0,0.0,-0.001764084889151225,0,0,
393.34671060032355,0.0,0.0,0.0,-0.0017640848566795775,0,0,
395.9866214097217,0.0,0.0,0.0,-0.001764084814611822,0,0,
398.62653221911984,0.0,0.0,0.0,-0.0017640847805855805,0,0,
401.266443028518,0.0,0.0,0.0,-0.0017640848662123583,0,0,
403.90635383791613,0.0,0.0,0.0,-0.001764084989847094,0,0,
406.5462646473143,0.0,0.0,0.0,-0.0017640851295295116,0,0,
409.1861754567124,0.0,0.0,0.0,-0.0017640852815582013,0,0,
411.82608626611056,0.0,0.0,0.0,-0.0017640854344371537,0,0,
414.4659970755087,0.0,0.0,0.0,-0.0017640855850750562,0,0,
417.10590788490686,0.0,0.0,0.0,-0.0017640857343904474,0,0,
419.745818694305,0.0,0.0,0.0,-0.001764085883774471,0,0,
422.38572950370315,0.0,0.0,0.0,-0.0017640860352738917,0,0,
425.02564031310123,0.0,0.0,0.0,-0.001764086190981745,0,0,
427.6655511224994,0.0,0.0,0.0,-0.0017640863523637905,0,0,
430.3054619318975,0.0,0.0,0.0,-0.0017640865200335967,0,0,
432.94537274129567,0.0,0.0,0.0,-0.0017640866934514746,0,0,
435.5852835506938,0.0,0.0,0.0,-0.0017640868704603336,0,0,
438.22519436009196,0.0,0.0,0.0,-0.0017640870497064372,0,0,
440.8651051694901,0.0,0.0,0.0,-0.0017640872305322063,0,0,
443.50501597888825,0.0,0.0,0.0,-0.0017640874121049128,0,0,
446.1449267882864,0.0,0.0,0.0,-0.0017640875931438746,0,0,
448.78483759768454,0.0,0.0,0.0,-0.0017640877719922543,0,0,
451.4247484070827,0.0,0.0,0.0,-0.001764087946909243,0,0,
454.06465921648083,0.0,0.0,0.0,-0.001764088116244732,0,0,
456.704570025879,0.0,0.0,0.0,-0.001764088278540416,0,0,
459.3444808352771,0.0,0.0,0.0,-0.0017640884327097225,0,0,
461.98439164467527,0.0,0.0,0.0,-0.001764088578041567,0,0,
